Date,TVL
2022-01-23 09:00:00,16487058909.0
2022-01-24 09:00:00,16850987631.0
2022-01-25 09:00:00,16056283579.0
2022-01-26 09:00:00,15961354811.0
2022-01-27 09:00:00,15873427285.0
2022-01-28 09:00:00,14613090345.0
2022-01-29 09:00:00,13412481985.0
2022-01-30 09:00:00,13136590634.0
2022-01-31 09:00:00,12394414467.0
2022-02-01 09:00:00,13169067101.0
2022-02-02 09:00:00,13474814467.0
2022-02-03 09:00:00,12892133272.0
2022-02-04 09:00:00,13506389904.0
2022-02-05 09:00:00,13946106663.0
2022-02-06 09:00:00,14320670677.0
2022-02-07 09:00:00,14468093626.0
2022-02-08 09:00:00,14851287787.0
2022-02-09 09:00:00,14525721682.0
2022-02-10 09:00:00,14535950039.0
2022-02-11 09:00:00,13920880254.0
2022-02-12 09:00:00,13739955659.0
2022-02-13 09:00:00,13927429271.0
2022-02-14 09:00:00,13978582784.0
2022-02-15 09:00:00,14350400935.0
2022-02-16 09:00:00,14920369422.0
2022-02-17 09:00:00,16068741586.0
2022-02-18 09:00:00,15222232781.0
2022-02-19 09:00:00,15235067131.0
2022-02-20 09:00:00,15299757248.0
2022-02-21 09:00:00,15406678721.0
2022-02-22 09:00:00,15488918018.0
2022-02-23 09:00:00,16093802700.0
2022-02-24 09:00:00,17344760888.0
2022-02-25 09:00:00,18165215059.0
2022-02-26 09:00:00,19412995035.0
2022-02-27 09:00:00,20364762997.0
2022-02-28 09:00:00,19380131290.0
2022-03-01 09:00:00,22711471130.0
2022-03-02 09:00:00,22988795954.0
2022-03-03 09:00:00,23262887580.0
2022-03-04 09:00:00,22956244185.0
2022-03-05 09:00:00,21793991924.0
2022-03-06 09:00:00,22822648074.0
2022-03-07 09:00:00,21541592967.0
2022-03-08 09:00:00,21893183360.0
2022-03-09 09:00:00,23963356012.0
2022-03-10 09:00:00,26102793889.0
2022-03-11 09:00:00,25821066039.0
2022-03-12 09:00:00,24732339478.0
2022-03-13 09:00:00,24356666995.0
2022-03-14 09:00:00,24553802980.0
2022-03-15 09:00:00,25683940932.0
2022-03-16 09:00:00,24952598271.0
2022-03-17 09:00:00,25173210871.0
2022-03-18 09:00:00,24823927886.0
2022-03-19 09:00:00,25857333192.0
2022-03-20 09:00:00,26274136470.0
2022-03-21 09:00:00,26121723871.0
2022-03-22 09:00:00,26983430480.0
2022-03-23 09:00:00,26783537436.0
2022-03-24 09:00:00,26916812174.0
2022-03-25 09:00:00,26798684374.0
2022-03-26 09:00:00,26122035886.0
2022-03-27 09:00:00,26419414265.0
2022-03-28 09:00:00,26862878614.0
2022-03-29 09:00:00,27588149349.0
2022-03-30 09:00:00,29187991063.0
2022-03-31 09:00:00,28948678550.0
2022-04-01 09:00:00,28695849252.0
2022-04-02 09:00:00,29127236066.0
